ticket_id,created_at,resolved_at,priority,category,agent_id,resolution_hours,sla_limit_hours,sla_breach,reopened,csat_score
INC-02576,2025-06-05 00:15:00,2025-06-05 02:51:29.215475,P2-High,Email/Comm,AGT-00002,2.61,8,False,False,4
INC-02577,2025-05-08 10:57:00,2025-05-09 16:39:48.304476,P3-Medium,Software,AGT-00001,29.71,24,True,False,2
INC-02578,2025-06-03 11:10:00,2025-06-04 13:08:29.532676,P3-Medium,Hardware,AGT-00007,25.97,24,True,False,3
INC-02579,2025-01-21 22:18:00,2025-01-22 05:46:56.018697,P2-High,Hardware,AGT-00001,7.48,8,False,False,3
INC-02580,2025-06-02 06:47:00,2025-06-02 19:26:18.618101,P2-High,Access Management,AGT-00012,12.66,8,True,False,1
INC-02581,2025-05-01 09:49:00,2025-05-01 17:37:08.528955,P2-High,Network,AGT-00012,7.8,8,False,False,4
INC-02582,2025-05-18 14:46:00,2025-05-19 11:52:47.784835,P3-Medium,Network,AGT-00010,21.11,24,False,False,3
INC-02583,2025-02-13 08:42:00,2025-02-14 02:16:30.125193,P3-Medium,Software,AGT-00006,17.58,24,False,False,4
INC-02584,2025-04-14 08:32:00,2025-04-15 12:19:18.783814,P3-Medium,Access Management,AGT-00003,27.79,24,True,False,2
INC-02585,2025-01-14 13:40:00,2025-01-15 00:00:15.512346,P2-High,Network,AGT-00003,10.34,8,True,True,2
INC-02586,2025-05-01 09:23:00,2025-05-01 13:41:36.466178,P2-High,Software,AGT-00003,4.31,8,False,False,4
INC-02587,2025-03-17 07:50:00,2025-03-17 09:42:57.485348,P2-High,Software,AGT-00006,1.88,8,False,False,2
INC-02588,2025-04-28 09:18:00,2025-04-29 01:40:34.157643,P3-Medium,Access Management,AGT-00015,16.38,24,False,False,4
INC-02589,2025-01-08 09:07:00,2025-01-08 10:30:59.722336,P1-Critical,Hardware,AGT-00006,1.4,4,False,False,4
INC-02590,2025-06-14 13:38:00,2025-06-16 14:21:46.230628,P4-Low,Network,AGT-00002,48.73,72,False,False,4
INC-02591,2025-02-14 17:35:00,2025-02-14 23:03:29.554570,P1-Critical,Software,AGT-00006,5.47,4,True,False,3
INC-02592,2025-05-23 11:20:00,2025-05-24 01:40:29.712334,P3-Medium,Software,AGT-00001,14.34,24,False,False,3
INC-02593,2025-06-19 09:20:00,2025-06-19 15:41:00.425395,P2-High,Software,AGT-00004,6.35,8,False,False,4
INC-02594,2025-05-25 18:22:00,2025-05-27 21:31:37.636906,P4-Low,Software,AGT-00001,51.16,72,False,False,4
INC-02595,2025-05-03 12:24:00,2025-05-04 13:11:14.809408,P3-Medium,Access Management,AGT-00005,24.79,24,True,False,2
INC-02596,2025-02-27 09:25:00,2025-02-27 09:55:00.000000,P3-Medium,Email/Comm,AGT-00015,0.5,24,False,False,4
INC-02597,2025-03-09 22:21:00,2025-03-10 11:29:47.031511,P3-Medium,Software,AGT-00010,13.15,24,False,False,4
INC-02598,2025-01-13 13:35:00,2025-01-14 09:16:24.970338,P3-Medium,Network,AGT-00001,19.69,24,False,False,3
INC-02599,2025-06-25 15:10:00,2025-06-25 20:34:00.568486,P1-Critical,Email/Comm,AGT-00011,5.4,4,True,False,1
INC-02600,2025-03-15 08:18:00,2025-03-15 22:21:53.209512,P3-Medium,Software,AGT-00003,14.06,24,False,False,5
INC-02601,2025-06-21 14:29:00,2025-06-21 17:28:15.282066,P3-Medium,Software,AGT-00007,2.99,24,False,False,4
INC-02602,2025-05-06 10:45:00,2025-05-07 09:42:27.689644,P3-Medium,Access Management,AGT-00011,22.96,24,False,False,5
INC-02603,2025-06-01 06:09:00,2025-06-01 10:25:34.433901,P2-High,Software,AGT-00001,4.28,8,False,False,5
INC-02604,2025-06-19 18:53:00,2025-06-20 03:21:57.600218,P3-Medium,Software,AGT-00008,8.48,24,False,False,2
INC-02605,2025-04-26 19:29:00,2025-04-27 08:29:18.852776,P3-Medium,Network,AGT-00007,13.01,24,False,True,3
INC-02606,2025-03-26 17:50:00,2025-03-27 10:21:25.669700,P3-Medium,Hardware,AGT-00015,16.52,24,False,False,5
INC-02607,2025-04-11 22:06:00,2025-04-12 11:15:43.353661,P3-Medium,Access Management,AGT-00002,13.16,24,False,False,5
INC-02608,2025-04-22 18:07:00,2025-04-22 18:37:00.000000,P3-Medium,Hardware,AGT-00006,0.5,24,False,False,4
INC-02609,2025-01-21 10:58:00,2025-01-22 12:08:35.506470,P3-Medium,Email/Comm,AGT-00011,25.18,24,True,False,1
INC-02610,2025-05-27 14:10:00,2025-05-30 17:39:51.002972,P4-Low,Access Management,AGT-00007,75.5,72,True,False,2
INC-02611,2025-04-19 20:37:00,2025-04-20 19:49:43.833351,P3-Medium,Software,AGT-00002,23.21,24,False,False,5
INC-02612,2025-05-10 13:01:00,2025-05-10 21:54:54.652692,P3-Medium,Software,AGT-00008,8.9,24,False,False,4
INC-02613,2025-02-19 08:25:00,2025-02-20 00:48:17.043822,P3-Medium,Access Management,AGT-00008,16.39,24,False,True,5
INC-02614,2025-01-03 09:54:00,2025-01-03 16:22:37.831428,P2-High,Hardware,AGT-00007,6.48,8,False,False,5
INC-02615,2025-03-22 10:15:00,2025-03-25 00:13:33.196048,P4-Low,Hardware,AGT-00007,61.98,72,False,False,1
INC-02616,2025-01-26 18:45:00,2025-01-27 03:35:21.090158,P2-High,Software,AGT-00011,8.84,8,True,False,2
INC-02617,2025-04-29 09:04:00,2025-04-29 12:59:49.410135,P2-High,Network,AGT-00002,3.93,8,False,False,5
INC-02618,2025-04-13 08:28:00,2025-04-15 12:06:23.680062,P4-Low,Software,AGT-00002,51.64,72,False,False,4
INC-02619,2025-02-23 10:51:00,2025-02-24 08:30:29.675653,P3-Medium,Software,AGT-00006,21.66,24,False,False,5
INC-02620,2025-04-21 07:40:00,2025-04-22 13:18:47.682878,P3-Medium,Software,AGT-00015,29.65,24,True,False,2
INC-02621,2025-04-07 09:31:00,2025-04-07 18:28:56.782402,P2-High,Software,AGT-00012,8.97,8,True,False,2
INC-02622,2025-03-05 11:43:00,2025-03-08 05:29:52.081491,P4-Low,Network,AGT-00004,65.78,72,False,False,4
INC-02623,2025-02-16 12:54:00,2025-02-18 16:34:35.517211,P4-Low,Email/Comm,AGT-00005,51.68,72,False,False,4
INC-02624,2025-03-29 20:18:00,2025-04-02 02:30:33.058455,P4-Low,Software,AGT-00004,78.21,72,True,False,1
INC-02625,2025-06-24 11:02:00,2025-06-26 21:13:42.921309,P4-Low,Hardware,AGT-00011,58.2,72,False,False,4
INC-02626,2025-02-22 10:55:00,2025-02-22 22:01:40.668187,P3-Medium,Email/Comm,AGT-00003,11.11,24,False,False,5
INC-02627,2025-02-01 04:42:00,2025-02-02 09:55:37.055140,P3-Medium,Hardware,AGT-00015,29.23,24,True,False,1
INC-02628,2025-05-05 11:27:00,2025-05-06 11:01:59.614249,P3-Medium,Hardware,AGT-00003,23.58,24,False,False,5
INC-02629,2025-03-11 12:33:00,2025-03-13 05:41:20.830479,P4-Low,Hardware,AGT-00003,41.14,72,False,False,3
INC-02630,2025-04-16 13:02:00,2025-04-17 03:11:50.602539,P3-Medium,Hardware,AGT-00001,14.16,24,False,False,4
INC-02631,2025-06-05 14:44:00,2025-06-06 11:06:21.375700,P3-Medium,Access Management,AGT-00008,20.37,24,False,False,4
INC-02632,2025-06-07 12:48:00,2025-06-07 20:55:16.128420,P2-High,Software,AGT-00012,8.12,8,True,False,2
INC-02633,2025-03-26 13:57:00,2025-03-28 19:53:45.043125,P4-Low,Network,AGT-00008,53.95,72,False,False,5
INC-02634,2025-06-14 22:51:00,2025-06-15 06:26:22.489285,P2-High,Hardware,AGT-00002,7.59,8,False,False,4
INC-02635,2025-03-11 16:49:00,2025-03-12 05:15:59.462920,P2-High,Network,AGT-00004,12.45,8,True,False,1
INC-02636,2025-01-17 12:13:00,2025-01-20 11:38:51.106961,P4-Low,Software,AGT-00009,71.43,72,False,False,4
INC-02637,2025-03-01 09:18:00,2025-03-02 04:49:30.305028,P3-Medium,Email/Comm,AGT-00002,19.53,24,False,False,4
INC-02638,2025-06-04 00:58:00,2025-06-06 21:47:34.361815,P4-Low,Network,AGT-00008,68.83,72,False,False,5
INC-02639,2025-01-06 09:08:00,2025-01-06 12:01:10.198816,P2-High,Access Management,AGT-00012,2.89,8,False,False,3
INC-02640,2025-01-18 14:10:00,2025-01-21 00:07:30.747596,P4-Low,Email/Comm,AGT-00014,57.96,72,False,False,3
INC-02641,2025-04-26 12:00:00,2025-04-27 00:49:57.260007,P2-High,Network,AGT-00007,12.83,8,True,False,2
INC-02642,2025-06-01 18:17:00,2025-06-01 20:50:50.069553,P1-Critical,Access Management,AGT-00005,2.56,4,False,False,3
INC-02643,2025-05-22 14:03:00,2025-05-23 01:16:08.142856,P3-Medium,Email/Comm,AGT-00003,11.22,24,False,False,5
INC-02644,2025-02-06 16:34:00,2025-02-07 05:20:59.840009,P3-Medium,Email/Comm,AGT-00014,12.78,24,False,False,1
INC-02645,2025-04-10 23:55:00,2025-04-11 09:11:58.568525,P3-Medium,Software,AGT-00002,9.28,24,False,False,4
INC-02646,2025-03-18 17:11:00,2025-03-18 20:56:11.999958,P2-High,Software,AGT-00015,3.75,8,False,False,3
INC-02647,2025-04-18 07:34:00,2025-04-20 02:09:23.416902,P4-Low,Software,AGT-00002,42.59,72,False,False,2
INC-02648,2025-06-26 11:03:00,2025-06-26 12:37:49.855558,P2-High,Software,AGT-00005,1.58,8,False,False,2
INC-02649,2025-02-08 16:02:00,2025-02-09 10:09:29.808018,P3-Medium,Software,AGT-00002,18.12,24,False,False,5
INC-02650,2025-02-04 06:23:00,2025-02-04 16:02:28.692390,P2-High,Access Management,AGT-00004,9.66,8,True,False,5
INC-02651,2025-06-04 10:03:00,2025-06-04 20:47:16.622012,P3-Medium,Network,AGT-00005,10.74,24,False,False,3
INC-02652,2025-01-07 17:13:00,2025-01-08 23:22:15.377001,P3-Medium,Access Management,AGT-00015,30.15,24,True,False,1
INC-02653,2025-02-11 07:13:00,2025-02-13 19:25:57.030374,P4-Low,Network,AGT-00005,60.22,72,False,False,4
INC-02654,2025-06-17 11:09:00,2025-06-17 16:12:40.180216,P1-Critical,Software,AGT-00012,5.06,4,True,False,1
INC-02655,2025-03-13 16:50:00,2025-03-15 05:40:35.912123,P4-Low,Hardware,AGT-00013,36.84,72,False,False,4
INC-02656,2025-01-18 12:00:00,2025-01-19 12:50:10.326540,P3-Medium,Software,AGT-00015,24.84,24,True,False,2
INC-02657,2025-02-27 16:18:00,2025-02-28 01:33:52.303669,P3-Medium,Email/Comm,AGT-00002,9.26,24,False,False,5
INC-02658,2025-04-12 01:21:00,2025-04-12 10:57:57.118511,P2-High,Software,AGT-00001,9.62,8,True,False,4
INC-02659,2025-06-20 16:37:00,2025-06-21 11:59:28.972986,P3-Medium,Network,AGT-00014,19.37,24,False,False,5
INC-02660,2025-04-07 14:13:00,2025-04-08 12:38:33.635136,P3-Medium,Access Management,AGT-00012,22.43,24,False,False,4
INC-02661,2025-02-03 12:05:00,2025-02-03 20:40:42.875358,P3-Medium,Hardware,AGT-00002,8.6,24,False,False,4
INC-02662,2025-06-23 08:22:00,2025-06-23 19:12:21.988542,P3-Medium,Software,AGT-00015,10.84,24,False,False,4
INC-02663,2025-01-28 07:42:00,2025-01-29 06:28:40.172686,P3-Medium,Network,AGT-00001,22.78,24,False,False,5
INC-02664,2025-04-21 13:25:00,2025-04-21 23:49:47.577478,P3-Medium,Email/Comm,AGT-00001,10.41,24,False,False,5
INC-02665,2025-03-07 12:27:00,2025-03-08 10:09:20.341212,P3-Medium,Access Management,AGT-00013,21.71,24,False,False,5
INC-02666,2025-04-08 23:58:00,2025-04-09 07:01:46.431174,P3-Medium,Software,AGT-00002,7.06,24,False,True,4
INC-02667,2025-03-01 11:42:00,2025-03-02 12:29:07.417325,P3-Medium,Hardware,AGT-00006,24.79,24,True,False,1
INC-02668,2025-06-08 18:08:00,2025-06-09 02:16:23.328535,P3-Medium,Software,AGT-00005,8.14,24,False,False,3
INC-02669,2025-05-16 20:49:00,2025-05-17 05:14:58.979215,P2-High,Software,AGT-00008,8.43,8,True,False,5
INC-02670,2025-02-20 17:14:00,2025-02-21 16:14:18.170889,P3-Medium,Email/Comm,AGT-00007,23.01,24,False,False,3
INC-02671,2025-05-10 08:14:00,2025-05-10 20:39:32.971629,P3-Medium,Software,AGT-00014,12.43,24,False,False,4
INC-02672,2025-01-03 08:10:00,2025-01-04 06:49:22.365132,P3-Medium,Software,AGT-00002,22.66,24,False,False,5
INC-02673,2025-04-02 19:00:00,2025-04-03 15:05:00.737184,P3-Medium,Access Management,AGT-00012,20.08,24,False,False,5
INC-02674,2025-04-07 09:18:00,2025-04-07 11:13:20.338635,P1-Critical,Network,AGT-00006,1.92,4,False,False,5
INC-02675,2025-01-01 13:36:00,2025-01-01 23:31:53.625099,P3-Medium,Software,AGT-00007,9.93,24,False,False,4
INC-02676,2025-01-01 02:54:00,2025-01-01 03:24:00.000000,P2-High,Hardware,AGT-00004,0.5,8,False,False,4
INC-02677,2025-02-05 15:12:00,2025-02-08 00:11:34.803406,P4-Low,Software,AGT-00011,56.99,72,False,False,5
INC-02678,2025-04-28 16:39:00,2025-04-28 22:07:53.680185,P3-Medium,Software,AGT-00010,5.48,24,False,True,1
INC-02679,2025-01-22 21:55:00,2025-01-25 01:49:24.782360,P4-Low,Hardware,AGT-00006,51.91,72,False,False,4
INC-02680,2025-01-06 20:52:00,2025-01-08 17:35:51.728442,P4-Low,Software,AGT-00001,44.73,72,False,False,4
INC-02681,2025-01-25 15:15:00,2025-01-26 14:40:59.311933,P3-Medium,Hardware,AGT-00005,23.43,24,False,False,2
INC-02682,2025-06-19 14:41:00,2025-06-19 20:07:34.226706,P2-High,Access Management,AGT-00003,5.44,8,False,False,3
INC-02683,2025-03-21 08:01:00,2025-03-21 23:22:51.903753,P3-Medium,Access Management,AGT-00015,15.36,24,False,False,3
INC-02684,2025-03-24 16:17:00,2025-03-27 08:55:14.690709,P4-Low,Network,AGT-00004,64.64,72,False,False,1
INC-02685,2025-03-06 10:56:00,2025-03-07 07:36:49.671238,P3-Medium,Email/Comm,AGT-00007,20.68,24,False,False,5
INC-02686,2025-01-15 13:17:00,2025-01-16 09:48:45.291567,P3-Medium,Network,AGT-00001,20.53,24,False,False,5
INC-02687,2025-01-24 15:09:00,2025-01-27 02:32:07.266466,P4-Low,Access Management,AGT-00006,59.39,72,False,False,4
INC-02688,2025-01-01 08:57:00,2025-01-01 14:39:55.522852,P3-Medium,Software,AGT-00009,5.72,24,False,False,1
INC-02689,2025-06-26 10:08:00,2025-06-27 10:11:15.513984,P3-Medium,Access Management,AGT-00005,24.05,24,True,False,3
INC-02690,2025-02-10 21:14:00,2025-02-11 20:07:59.101268,P3-Medium,Email/Comm,AGT-00004,22.9,24,False,False,4
INC-02691,2025-05-24 21:35:00,2025-05-24 22:32:59.881474,P1-Critical,Network,AGT-00007,0.97,4,False,False,2
INC-02692,2025-02-15 17:20:00,2025-02-15 22:58:44.586032,P2-High,Software,AGT-00001,5.65,8,False,False,1
INC-02693,2025-01-09 06:38:00,2025-01-10 00:19:07.950116,P3-Medium,Access Management,AGT-00001,17.69,24,False,False,2
INC-02694,2025-05-24 09:09:00,2025-05-25 02:04:26.492609,P3-Medium,Network,AGT-00001,16.92,24,False,False,1
INC-02695,2025-02-02 13:59:00,2025-02-03 10:39:15.167037,P3-Medium,Access Management,AGT-00002,20.67,24,False,False,2
INC-02696,2025-05-17 15:00:00,2025-05-18 02:30:35.221451,P2-High,Network,AGT-00013,11.51,8,True,False,2
INC-02697,2025-03-08 10:46:00,2025-03-11 10:24:07.204392,P4-Low,Hardware,AGT-00011,71.64,72,False,True,5
INC-02698,2025-04-18 23:54:00,2025-04-19 07:24:08.087229,P3-Medium,Access Management,AGT-00015,7.5,24,False,False,4
INC-02699,2025-03-02 00:31:00,2025-03-04 14:57:29.039302,P4-Low,Network,AGT-00001,62.44,72,False,False,5
INC-02700,2025-02-08 09:22:00,2025-02-11 13:56:43.199007,P4-Low,Email/Comm,AGT-00003,76.58,72,True,False,2
INC-02701,2025-03-23 16:47:00,2025-03-24 13:52:40.085396,P3-Medium,Software,AGT-00002,21.09,24,False,False,5
INC-02702,2025-01-01 12:54:00,2025-01-02 15:37:40.236245,P3-Medium,Network,AGT-00005,26.73,24,True,False,3
INC-02703,2025-02-09 18:17:00,2025-02-13 12:31:43.472090,P4-Low,Email/Comm,AGT-00010,90.25,72,True,False,5
INC-02704,2025-05-20 12:54:00,2025-05-21 15:05:22.834928,P3-Medium,Software,AGT-00015,26.19,24,True,False,3
INC-02705,2025-02-10 13:40:00,2025-02-11 09:39:40.087554,P3-Medium,Software,AGT-00001,19.99,24,False,False,1
INC-02706,2025-03-19 12:30:00,2025-03-20 14:51:38.548054,P3-Medium,Email/Comm,AGT-00010,26.36,24,True,False,5
INC-02707,2025-02-23 10:19:00,2025-02-23 17:19:25.586697,P2-High,Hardware,AGT-00003,7.01,8,False,False,5
INC-02708,2025-02-08 07:50:00,2025-02-10 10:18:41.019117,P4-Low,Software,AGT-00014,50.48,72,False,False,5
INC-02709,2025-03-07 13:11:00,2025-03-08 04:22:19.270011,P3-Medium,Access Management,AGT-00002,15.19,24,False,True,4
INC-02710,2025-01-23 16:06:00,2025-01-24 22:36:26.304734,P3-Medium,Access Management,AGT-00007,30.51,24,True,False,3
INC-02711,2025-02-07 12:00:00,2025-02-08 21:37:53.136052,P4-Low,Software,AGT-00001,33.63,72,False,False,4
INC-02712,2025-03-15 12:55:00,2025-03-16 19:10:32.190471,P3-Medium,Hardware,AGT-00007,30.26,24,True,False,1
INC-02713,2025-04-18 13:25:00,2025-04-18 21:39:58.287959,P2-High,Software,AGT-00007,8.25,8,True,False,4
INC-02714,2025-01-12 08:10:00,2025-01-12 08:40:00.000000,P1-Critical,Access Management,AGT-00011,0.5,4,False,False,4
INC-02715,2025-02-17 09:01:00,2025-02-17 16:48:12.381092,P2-High,Access Management,AGT-00001,7.79,8,False,False,4
INC-02716,2025-01-02 17:15:00,2025-01-02 18:26:59.236580,P3-Medium,Access Management,AGT-00006,1.2,24,False,False,2
INC-02717,2025-01-15 09:03:00,2025-01-16 08:03:14.630885,P3-Medium,Access Management,AGT-00004,23.0,24,False,False,3
INC-02718,2025-06-04 20:03:00,2025-06-05 21:07:54.666710,P3-Medium,Software,AGT-00007,25.08,24,True,False,3
INC-02719,2025-05-02 17:15:00,2025-05-02 19:03:55.037119,P1-Critical,Network,AGT-00003,1.82,4,False,False,4
INC-02720,2025-06-16 13:02:00,2025-06-17 08:01:18.173644,P3-Medium,Software,AGT-00005,18.99,24,False,False,2
INC-02721,2025-04-01 15:39:00,2025-04-03 01:16:59.734092,P3-Medium,Software,AGT-00014,33.63,24,True,False,5
INC-02722,2025-03-14 18:40:00,2025-03-15 08:37:14.494917,P3-Medium,Hardware,AGT-00007,13.95,24,False,False,4
INC-02723,2025-01-20 09:28:00,2025-01-21 14:17:18.653732,P4-Low,Email/Comm,AGT-00007,28.82,72,False,False,3
INC-02724,2025-02-12 13:43:00,2025-02-13 01:24:08.958871,P2-High,Network,AGT-00005,11.69,8,True,False,2
INC-02725,2025-06-03 16:45:00,2025-06-05 02:27:02.511087,P3-Medium,Software,AGT-00010,33.7,24,True,False,1
INC-02726,2025-05-12 07:39:00,2025-05-13 01:40:46.435349,P3-Medium,Software,AGT-00006,18.03,24,False,False,5
INC-02727,2025-05-31 14:24:00,2025-06-01 00:26:24.434246,P2-High,Hardware,AGT-00007,10.04,8,True,False,2
INC-02728,2025-02-28 05:56:00,2025-02-28 17:07:42.596536,P2-High,Network,AGT-00003,11.2,8,True,False,4
INC-02729,2025-05-21 01:46:00,2025-05-22 12:55:01.135257,P4-Low,Network,AGT-00010,35.15,72,False,False,4
INC-02730,2025-01-04 08:16:00,2025-01-04 22:23:03.191941,P3-Medium,Access Management,AGT-00006,14.12,24,False,False,3
INC-02731,2025-02-17 08:52:00,2025-02-20 11:29:02.964947,P4-Low,Network,AGT-00012,74.62,72,True,False,2
INC-02732,2025-04-08 13:54:00,2025-04-12 01:36:01.028067,P4-Low,Software,AGT-00008,83.7,72,True,False,2
INC-02733,2025-06-24 10:27:00,2025-06-25 08:57:10.968773,P3-Medium,Software,AGT-00005,22.5,24,False,False,2
INC-02734,2025-06-28 16:56:00,2025-06-29 03:53:41.346619,P3-Medium,Email/Comm,AGT-00014,10.96,24,False,False,2
INC-02735,2025-03-18 17:24:00,2025-03-19 06:51:16.970007,P2-High,Network,AGT-00004,13.45,8,True,False,2
INC-02736,2025-06-16 13:16:00,2025-06-16 15:12:17.009536,P1-Critical,Network,AGT-00001,1.94,4,False,False,3
INC-02737,2025-06-08 13:14:00,2025-06-10 08:31:50.079756,P4-Low,Access Management,AGT-00008,43.3,72,False,False,3
INC-02738,2025-01-03 10:06:00,2025-01-05 18:56:48.324083,P4-Low,Software,AGT-00002,56.85,72,False,False,4
INC-02739,2025-02-28 05:06:00,2025-03-03 14:10:59.550291,P4-Low,Access Management,AGT-00003,81.08,72,True,False,1
INC-02740,2025-05-21 23:44:00,2025-05-23 00:33:54.508125,P3-Medium,Software,AGT-00010,24.83,24,True,False,3
INC-02741,2025-03-26 09:35:00,2025-03-26 17:32:07.305305,P2-High,Software,AGT-00014,7.95,8,False,False,1
INC-02742,2025-05-08 11:49:00,2025-05-08 15:44:35.677417,P1-Critical,Network,AGT-00009,3.93,4,False,False,4
INC-02743,2025-02-01 10:15:00,2025-02-03 13:07:13.056142,P4-Low,Software,AGT-00005,50.87,72,False,False,3
INC-02744,2025-01-20 19:58:00,2025-01-23 09:07:46.045045,P4-Low,Access Management,AGT-00002,61.16,72,False,False,5
INC-02745,2025-05-08 12:21:00,2025-05-08 12:51:00.000000,P2-High,Software,AGT-00009,0.5,8,False,False,3
INC-02746,2025-06-03 12:14:00,2025-06-05 08:18:04.262947,P4-Low,Software,AGT-00009,44.07,72,False,False,1
INC-02747,2025-04-05 16:27:00,2025-04-06 12:22:50.071726,P3-Medium,Hardware,AGT-00009,19.93,24,False,False,4
INC-02748,2025-04-28 09:52:00,2025-04-28 10:33:52.698598,P1-Critical,Network,AGT-00001,0.7,4,False,False,2
INC-02749,2025-05-17 23:48:00,2025-05-18 20:53:26.111553,P3-Medium,Hardware,AGT-00007,21.09,24,False,False,4
INC-02750,2025-02-28 13:49:00,2025-02-28 19:36:03.662616,P2-High,Network,AGT-00003,5.78,8,False,False,4
INC-02751,2025-03-25 15:42:00,2025-03-29 04:48:34.250279,P4-Low,Access Management,AGT-00006,85.11,72,True,False,1
INC-02752,2025-04-11 15:25:00,2025-04-12 22:00:02.968086,P3-Medium,Hardware,AGT-00010,30.58,24,True,False,4
INC-02753,2025-01-12 12:27:00,2025-01-12 17:19:10.849829,P2-High,Software,AGT-00003,4.87,8,False,False,1
INC-02754,2025-05-03 21:55:00,2025-05-04 14:42:35.873907,P3-Medium,Software,AGT-00002,16.79,24,False,False,3
INC-02755,2025-04-13 12:44:00,2025-04-14 06:08:30.310110,P3-Medium,Access Management,AGT-00015,17.41,24,False,False,4
INC-02756,2025-05-02 14:26:00,2025-05-02 19:21:09.090600,P2-High,Software,AGT-00008,4.92,8,False,False,4
INC-02757,2025-04-11 14:14:00,2025-04-13 20:08:01.798850,P4-Low,Software,AGT-00014,53.9,72,False,False,4
INC-02758,2025-03-30 17:43:00,2025-04-01 04:33:03.691040,P4-Low,Access Management,AGT-00003,34.83,72,False,False,5
INC-02759,2025-01-22 21:20:00,2025-01-24 00:43:15.695884,P4-Low,Software,AGT-00007,27.39,72,False,False,4
INC-02760,2025-06-24 14:20:00,2025-06-27 04:47:15.208121,P4-Low,Access Management,AGT-00003,62.45,72,False,False,2
INC-02761,2025-03-28 10:10:00,2025-03-29 09:12:10.452026,P3-Medium,Software,AGT-00005,23.04,24,False,False,2
INC-02762,2025-05-15 09:54:00,2025-05-15 21:27:55.706122,P3-Medium,Network,AGT-00011,11.57,24,False,False,3
INC-02763,2025-02-22 08:45:00,2025-02-23 09:54:46.236406,P3-Medium,Access Management,AGT-00005,25.16,24,True,False,4
INC-02764,2025-04-29 17:41:00,2025-04-29 21:58:22.120613,P2-High,Network,AGT-00009,4.29,8,False,False,4
INC-02765,2025-01-15 16:10:00,2025-01-15 23:33:09.881999,P2-High,Software,AGT-00004,7.39,8,False,False,4
INC-02766,2025-05-28 13:02:00,2025-05-28 22:24:16.334559,P2-High,Hardware,AGT-00006,9.37,8,True,False,4
INC-02767,2025-05-30 18:11:00,2025-06-01 19:30:39.895341,P4-Low,Email/Comm,AGT-00001,49.33,72,False,False,5
INC-02768,2025-05-21 00:56:00,2025-05-21 22:34:16.538270,P3-Medium,Email/Comm,AGT-00015,21.64,24,False,False,4
INC-02769,2025-05-20 02:04:00,2025-05-20 15:56:06.826256,P3-Medium,Access Management,AGT-00001,13.87,24,False,False,5
INC-02770,2025-01-21 11:12:00,2025-01-23 09:16:14.405993,P4-Low,Email/Comm,AGT-00010,46.07,72,False,False,5
INC-02771,2025-03-16 13:13:00,2025-03-18 11:05:58.120977,P4-Low,Software,AGT-00014,45.88,72,False,False,5
INC-02772,2025-02-27 18:55:00,2025-02-27 22:48:13.112834,P2-High,Email/Comm,AGT-00004,3.89,8,False,False,3
INC-02773,2025-05-23 00:14:00,2025-05-23 16:49:08.904102,P3-Medium,Software,AGT-00015,16.59,24,False,False,1
INC-02774,2025-02-10 19:39:00,2025-02-11 01:15:39.792993,P3-Medium,Email/Comm,AGT-00003,5.61,24,False,False,5
INC-02775,2025-06-04 09:29:00,2025-06-04 23:33:14.772082,P3-Medium,Network,AGT-00007,14.07,24,False,False,5
INC-02776,2025-05-27 08:24:00,2025-05-28 00:07:15.585791,P3-Medium,Software,AGT-00001,15.72,24,False,False,4
INC-02777,2025-01-16 08:27:00,2025-01-17 00:24:02.023128,P3-Medium,Access Management,AGT-00011,15.95,24,False,False,4
INC-02778,2025-02-12 13:19:00,2025-02-13 05:23:04.873559,P3-Medium,Access Management,AGT-00005,16.07,24,False,False,3
INC-02779,2025-04-06 02:46:00,2025-04-06 20:16:21.191044,P3-Medium,Software,AGT-00007,17.51,24,False,True,5
INC-02780,2025-05-07 23:48:00,2025-05-08 21:38:07.915721,P3-Medium,Access Management,AGT-00004,21.84,24,False,False,5
INC-02781,2025-01-27 13:53:00,2025-01-27 23:26:38.915134,P2-High,Software,AGT-00008,9.56,8,True,False,2
INC-02782,2025-03-18 19:15:00,2025-03-18 23:28:32.958142,P2-High,Access Management,AGT-00013,4.23,8,False,False,3
INC-02783,2025-02-14 19:22:00,2025-02-15 03:44:27.815365,P3-Medium,Email/Comm,AGT-00007,8.37,24,False,False,3
INC-02784,2025-01-18 05:51:00,2025-01-18 08:42:10.240406,P2-High,Email/Comm,AGT-00003,2.85,8,False,False,4
INC-02785,2025-06-08 19:14:00,2025-06-09 09:20:08.555870,P3-Medium,Access Management,AGT-00001,14.1,24,False,False,3
INC-02786,2025-04-14 13:52:00,2025-04-16 08:49:41.665117,P4-Low,Software,AGT-00001,42.96,72,False,False,4
INC-02787,2025-03-04 09:10:00,2025-03-04 21:00:24.113294,P3-Medium,Hardware,AGT-00002,11.84,24,False,False,3
INC-02788,2025-05-18 02:36:00,2025-05-19 02:40:39.600174,P4-Low,Software,AGT-00002,24.08,72,False,False,4
INC-02789,2025-03-10 16:05:00,2025-03-11 06:26:03.720169,P3-Medium,Network,AGT-00011,14.35,24,False,False,4
INC-02790,2025-03-22 19:39:00,2025-03-23 15:06:05.086659,P3-Medium,Hardware,AGT-00007,19.45,24,False,False,2
INC-02791,2025-04-13 09:30:00,2025-04-13 18:04:57.371270,P2-High,Network,AGT-00015,8.58,8,True,False,2
